"ID","exercise_name","image_url","level","reps","gender","body_part","equipment"
"[382929,630581548]","Incline Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/incline-dumbbell-curl-256x256.png","Novice","0.10x","Female","Biceps","Dumbbell"
"[382929,630581551]","Incline Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/incline-dumbbell-curl-256x256.png","Intermediate","0.20x","Female","Biceps","Dumbbell"
"[382929,630581557]","Incline Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/incline-dumbbell-curl-256x256.png","Advanced","0.30x","Female","Biceps","Dumbbell"
"[382929,630581562]","Incline Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/incline-dumbbell-curl-256x256.png","Elite","0.45x","Female","Biceps","Dumbbell"
"[382929,630581567]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Beginner","0.05x","Male","Biceps","Dumbbell"
"[382929,630581573]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Novice","0.15x","Male","Biceps","Dumbbell"
"[382929,630581577]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Intermediate","0.30x","Male","Biceps","Dumbbell"
"[382929,630581583]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Advanced","0.45x","Male","Biceps","Dumbbell"
"[382929,630581590]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Elite","0.65x","Male","Biceps","Dumbbell"
"[382929,630581594]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Beginner","0.05x","Female","Biceps","Dumbbell"
"[382929,630581600]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Novice","0.10x","Female","Biceps","Dumbbell"
"[382929,630581605]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Intermediate","0.20x","Female","Biceps","Dumbbell"
"[382929,630581610]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Advanced","0.30x","Female","Biceps","Dumbbell"
"[382929,630581617]","One Arm Dumbbell Preacher Curl","https://static.strengthlevel.com/images/silhouettes/one-arm-dumbbell-preacher-curl-256x256.png","Elite","0.45x","Female","Biceps","Dumbbell"
"[382929,630581625]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Beginner","0.05x","Male","Biceps","Dumbbell"
"[382929,630581631]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Novice","0.15x","Male","Biceps","Dumbbell"
"[382929,630581635]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Intermediate","0.25x","Male","Biceps","Dumbbell"
"[382929,630581637]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Advanced","0.45x","Male","Biceps","Dumbbell"
"[382929,630581641]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Elite","0.65x","Male","Biceps","Dumbbell"
"[382929,630581645]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Beginner","0.05x","Female","Biceps","Dumbbell"
"[382929,630581652]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Novice","0.10x","Female","Biceps","Dumbbell"
"[382929,630581653]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Intermediate","0.20x","Female","Biceps","Dumbbell"
"[382929,630581654]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Advanced","0.30x","Female","Biceps","Dumbbell"
"[382929,630581655]","Incline Hammer Curl","https://static.strengthlevel.com/images/silhouettes/incline-hammer-curl-256x256.png","Elite","0.40x","Female","Biceps","Dumbbell"
"[382929,630581656]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Beginner","0.05x","Male","Biceps","Dumbbell"
"[382929,630581657]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Novice","0.10x","Male","Biceps","Dumbbell"
"[382929,630581658]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Intermediate","0.25x","Male","Biceps","Dumbbell"
"[382929,630581659]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Advanced","0.45x","Male","Biceps","Dumbbell"
"[382929,630581661]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Elite","0.70x","Male","Biceps","Dumbbell"
"[382929,630581662]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Beginner","0.05x","Female","Biceps","Dumbbell"
"[382929,630581663]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Novice","0.10x","Female","Biceps","Dumbbell"
"[382929,630581664]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Intermediate","0.20x","Female","Biceps","Dumbbell"
"[382929,630581665]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Advanced","0.30x","Female","Biceps","Dumbbell"
"[382929,630581666]","Zottman Curl","https://static.strengthlevel.com/images/silhouettes/zottman-curl-256x256.png","Elite","0.45x","Female","Biceps","Dumbbell"
"[382929,630581667]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Beginner","0.10x","Male","Biceps","Dumbbell"
"[382929,630581668]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Novice","0.20x","Male","Biceps","Dumbbell"
"[382929,630581669]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Intermediate","0.30x","Male","Biceps","Dumbbell"
"[382929,630581670]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Advanced","0.40x","Male","Biceps","Dumbbell"
"[382929,630581671]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Elite","0.55x","Male","Biceps","Dumbbell"
"[382929,630581672]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Beginner","0.05x","Female","Biceps","Dumbbell"
"[382929,630581673]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Novice","0.10x","Female","Biceps","Dumbbell"
"[382929,630581674]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Intermediate","0.20x","Female","Biceps","Dumbbell"
"[382929,630581675]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Advanced","0.30x","Female","Biceps","Dumbbell"
"[382929,630581676]","Seated Dumbbell Curl","https://static.strengthlevel.com/images/silhouettes/seated-dumbbell-curl-256x256.png","Elite","0.40x","Female","Biceps","Dumbbell"
"[382929,630581677]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581678]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581679]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581680]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581681]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Elite","2.00x","Male","Chest","Barbell"
"[382929,630581682]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581683]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581684]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581685]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Advanced","1.00x","Female","Chest","Barbell"
"[382929,630581686]","Bench Press","https://static.strengthlevel.com/images/silhouettes/bench-press-256x256.png","Elite","1.50x","Female","Chest","Barbell"
"[382929,630581687]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581688]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581689]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Intermediate","1.00x","Male","Chest","Barbell"
"[382929,630581690]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Advanced","1.50x","Male","Chest","Barbell"
"[382929,630581691]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Elite","1.75x","Male","Chest","Barbell"
"[382929,630581692]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Beginner","0.20x","Female","Chest","Barbell"
"[382929,630581693]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Novice","0.40x","Female","Chest","Barbell"
"[382929,630581694]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Intermediate","0.65x","Female","Chest","Barbell"
"[382929,630581695]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Advanced","1.00x","Female","Chest","Barbell"
"[382929,630581696]","Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/incline-bench-press-256x256.png","Elite","1.40x","Female","Chest","Barbell"
"[382929,630581697]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581698]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581699]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581700]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Advanced","1.50x","Male","Chest","Barbell"
"[382929,630581701]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Elite","2.00x","Male","Chest","Barbell"
"[382929,630581702]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Beginner","0.30x","Female","Chest","Barbell"
"[382929,630581703]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581704]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581705]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Advanced","1.05x","Female","Chest","Barbell"
"[382929,630581706]","Close Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-bench-press-256x256.png","Elite","1.35x","Female","Chest","Barbell"
"[382929,630581708]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581710]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Novice","1.00x","Male","Chest","Barbell"
"[382929,630581713]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581715]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581718]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Elite","2.25x","Male","Chest","Barbell"
"[382929,630581720]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581723]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581726]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581728]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Advanced","1.25x","Female","Chest","Barbell"
"[382929,630581731]","Decline Bench Press","https://static.strengthlevel.com/images/silhouettes/decline-bench-press-256x256.png","Elite","1.75x","Female","Chest","Barbell"
"[382929,630581732]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581733]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Novice","1.00x","Male","Chest","Barbell"
"[382929,630581734]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581735]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581736]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Elite","2.25x","Male","Chest","Barbell"
"[382929,630581737]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581738]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581739]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581740]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Advanced","1.25x","Female","Chest","Barbell"
"[382929,630581741]","Smith Machine Bench Press","https://static.strengthlevel.com/images/silhouettes/smith-machine-bench-press-256x256.png","Elite","1.50x","Female","Chest","Barbell"
"[382929,630581742]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581743]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581744]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581745]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581748]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Elite","2.25x","Male","Chest","Barbell"
"[382929,630581751]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581753]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581755]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581759]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Advanced","1.25x","Female","Chest","Barbell"
"[382929,630581761]","Floor Press","https://static.strengthlevel.com/images/silhouettes/floor-press-256x256.png","Elite","1.50x","Female","Chest","Barbell"
"[382929,630581764]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581767]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581770]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581773]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581775]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Elite","2.50x","Male","Chest","Barbell"
"[382929,630581778]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Beginner","0.20x","Female","Chest","Barbell"
"[382929,630581780]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Novice","0.35x","Female","Chest","Barbell"
"[382929,630581783]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Intermediate","0.60x","Female","Chest","Barbell"
"[382929,630581786]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Advanced","0.85x","Female","Chest","Barbell"
"[382929,630581787]","Reverse Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/reverse-grip-bench-press-256x256.png","Elite","1.20x","Female","Chest","Barbell"
"[382929,630581788]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Beginner","0.75x","Male","Chest","Barbell"
"[382929,630581789]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Novice","1.00x","Male","Chest","Barbell"
"[382929,630581790]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581791]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581792]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Elite","2.00x","Male","Chest","Barbell"
"[382929,630581793]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581794]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Novice","0.45x","Female","Chest","Barbell"
"[382929,630581795]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Intermediate","0.70x","Female","Chest","Barbell"
"[382929,630581796]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Advanced","1.05x","Female","Chest","Barbell"
"[382929,630581797]","Paused Bench Press","https://static.strengthlevel.com/images/silhouettes/paused-bench-press-256x256.png","Elite","1.45x","Female","Chest","Barbell"
"[382929,630581798]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Beginner","0.75x","Male","Chest","Barbell"
"[382929,630581799]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Novice","1.00x","Male","Chest","Barbell"
"[382929,630581800]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581801]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581802]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Elite","2.25x","Male","Chest","Barbell"
"[382929,630581803]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Beginner","0.20x","Female","Chest","Barbell"
"[382929,630581804]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Novice","0.35x","Female","Chest","Barbell"
"[382929,630581805]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Intermediate","0.60x","Female","Chest","Barbell"
"[382929,630581806]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Advanced","0.90x","Female","Chest","Barbell"
"[382929,630581807]","Bench Pin Press","https://static.strengthlevel.com/images/silhouettes/bench-pin-press-256x256.png","Elite","1.25x","Female","Chest","Barbell"
"[382929,630581808]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581809]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581810]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581811]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Advanced","1.75x","Male","Chest","Barbell"
"[382929,630581812]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Elite","2.00x","Male","Chest","Barbell"
"[382929,630581813]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581814]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Novice","0.50x","Female","Chest","Barbell"
"[382929,630581815]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Intermediate","0.75x","Female","Chest","Barbell"
"[382929,630581816]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Advanced","1.25x","Female","Chest","Barbell"
"[382929,630581817]","Wide Grip Bench Press","https://static.strengthlevel.com/images/silhouettes/wide-grip-bench-press-256x256.png","Elite","1.50x","Female","Chest","Barbell"
"[382929,630581818]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581819]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581820]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Intermediate","1.00x","Male","Chest","Barbell"
"[382929,630581821]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Advanced","1.25x","Male","Chest","Barbell"
"[382929,630581822]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Elite","1.50x","Male","Chest","Barbell"
"[382929,630581823]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581824]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Novice","0.40x","Female","Chest","Barbell"
"[382929,630581825]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Intermediate","0.60x","Female","Chest","Barbell"
"[382929,630581826]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Advanced","0.85x","Female","Chest","Barbell"
"[382929,630581827]","Close Grip Incline Bench Press","https://static.strengthlevel.com/images/silhouettes/close-grip-incline-bench-press-256x256.png","Elite","1.15x","Female","Chest","Barbell"
"[382929,630581828]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Beginner","0.50x","Male","Chest","Barbell"
"[382929,630581829]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Novice","0.75x","Male","Chest","Barbell"
"[382929,630581830]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Intermediate","1.25x","Male","Chest","Barbell"
"[382929,630581831]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Advanced","1.50x","Male","Chest","Barbell"
"[382929,630581832]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Elite","2.00x","Male","Chest","Barbell"
"[382929,630581833]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Beginner","0.25x","Female","Chest","Barbell"
"[382929,630581834]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Novice","0.45x","Female","Chest","Barbell"
"[382929,630581835]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Intermediate","0.70x","Female","Chest","Barbell"
"[382929,630581836]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Advanced","1.05x","Female","Chest","Barbell"
"[382929,630581837]","Spoto Press","https://static.strengthlevel.com/images/silhouettes/spoto-press-256x256.png","Elite","1.45x","Female","Chest","Barbell"
"[382929,630581838]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Beginner","1","Male","Chest","Body Weight"
"[382929,630581839]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Novice","18","Male","Chest","Body Weight"
"[382929,630581840]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Intermediate","41","Male","Chest","Body Weight"
"[382929,630581841]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Advanced","68","Male","Chest","Body Weight"
"[382929,630581842]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Elite","99","Male","Chest","Body Weight"
"[382929,630581843]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Beginner","< 1","Female","Chest","Body Weight"
"[382929,630581844]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Novice","5","Female","Chest","Body Weight"
"[382929,630581845]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Intermediate","19","Female","Chest","Body Weight"
"[382929,630581846]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Advanced","37","Female","Chest","Body Weight"
"[382929,630581847]","Push Ups","https://static.strengthlevel.com/images/silhouettes/push-ups-256x256.png","Elite","56","Female","Chest","Body Weight"
